ID,Price,Manufacturer,Model,Prod. year,Category,Interior Type,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags,Pakistan,India,USA,Canada,UK,Turkey,Dubai ,SaudiArabia,Russia,China,Japan,Germany,France,,,,,
45803923,"$20,526 ",HYUNDAI,Tucson,2013,Jeep,Leather,Diesel,2,200279 km,4,Automatic,Front,4,Left-hand drive,Grey,4,122,128,326,54,4,56,88,621,319,278,110,348,98,,,,,
45803550,"$9,722 ",HYUNDAI,Sonata,2015,Sedan,Leather,LPG,2,719847 km,4,Automatic,Front,4,Left-hand drive,Orange,4,1,35,45,104,210,328,153,4,450,68,237,482,54,,,,,
45802190,"$34,657 ",HYUNDAI,H1,2014,Minivan,Leather,Diesel,2.5,154672 km,4,Automatic,Front,4,Left-hand drive,Silver,4,90,190,5,390,295,64,20,332,462,213,172,397,392,,,,,
45802203,"$36,564 ",HYUNDAI,H1,2016,Minivan,Leather,Diesel,2.5,110969 km,4,Automatic,Front,4,Left-hand drive,Black,4,104,118,209,28,373,351,699,345,82,381,293,452,186,,,,,
45648175,$314 ,TOYOTA,Camry,2013,Sedan,Leather,Hybrid,2.5,225510 km,4,Automatic,Front,4,Left-hand drive,White,12,3,61,426,353,190,126,455,731,248,214,219,119,138,,,,,
45786421,"$5,488 ",TOYOTA,Vitz,2001,Hatchback,Fabric,Petrol,1.5,210000 km,4,Manual,Front,4,Right-hand drive,Sky blue,3,150,91,444,61,251,216,357,372,231,48,245,314,25,,,,,
45802120,"$30,063 ",HYUNDAI,H1,2015,Universal,Leather,Diesel,2.5,148105 km,4,Automatic,Front,4,Left-hand drive,Silver,4,68,251,20,127,259,201,105,245,389,11,60,118,303,,,,,
45797480,"$43,952 ",HYUNDAI,H1,2017,Universal,Leather,Diesel,2.5,111643 km,4,Automatic,Front,4,Left-hand drive,Grey,4,44,282,239,309,27,22,498,125,345,127,13,584,429,,,,,
45732043,"$53,154 ",HYUNDAI,Santa FE,2016,Jeep,Leather,Diesel,2,84506 km,4,Automatic,Front,4,Left-hand drive,Silver,4,144,131,197,382,190,236,307,491,422,150,187,334,286,,,,,
45816646,"$14,740 ",TOYOTA,Prius,2011,Hatchback,Fabric,Hybrid,1.8,288000 km,4,Automatic,Front,4,Left-hand drive,White,8,126,223,544,52,211,214,51,391,217,285,12,300,196,,,,,
45814804,"$3,763 ",MERCEDES-BENZ,ML 350,2014,Jeep,Leather,Petrol,3.5,94362 km,6,Automatic,Rear,4,Left-hand drive,White,12,88,148,132,328,54,96,462,181,376,402,276,204,116,,,,,
45787521,"$18,189 ",TOYOTA,Prius,2012,Sedan,Fabric,Petrol,1.8,175000 km,4,Automatic,Front,4,Left-hand drive,Silver,8,1,171,301,90,291,309,398,241,150,242,203,259,319,,,,,
45648538,"$5,645 ",TOYOTA,Highlander,2010,Jeep,Leather,Hybrid,3.3,264877 km,6,Automatic,4x4,4,Left-hand drive,White,12,82,136,450,100,31,95,110,736,178,148,163,457,218,,,,,
45757322,"$7,527 ",TOYOTA,Yaris,2019,Sedan,Leather,Petrol,1.5,27656 km,4,Automatic,Front,4,Left-hand drive,White,12,114,122,49,62,131,111,647,209,102,416,118,32,372,,,,,
45800993,"$21,953 ",HONDA,Civic,2014,Sedan,Fabric,Hybrid,1.4,16000 km,8,Automatic,4x4,4,Right-hand drive,White,10,116,31,9,334,343,205,605,390,272,110,5,183,349,,,,,
45765301,"$8,154 ",HONDA,Cr-v,1998,Jeep,Fabric,Petrol,2,0 km,4,Automatic,4x4,4,Right-hand drive,White,2,37,6,55,97,300,114,367,198,426,156,182,33,76,,,,,
45771208,"$21,953 ",TOYOTA,Camry,2012,Sedan,Fabric,Petrol,2.5,195053 km,4,Automatic,Front,4,Left-hand drive,Black,0,141,136,235,60,376,399,330,286,492,318,122,178,92,,,,,
45801684,"$19,121 ",HYUNDAI,Elantra,2012,Sedan,Leather,Petrol,1.6,121362 km,4,Automatic,Front,4,Left-hand drive,Black,4,100,174,290,277,359,310,696,195,164,443,300,467,361,,,,,
45732386,"$36,065 ",HYUNDAI,Santa FE,2014,Jeep,Leather,Diesel,2,69191 km,4,Automatic,Front,4,Left-hand drive,White,4,61,54,205,45,94,187,15,691,430,38,114,272,228,,,,,
43892866,"$8,781 ",HONDA,FIT,2012,Hatchback,Leather,Hybrid,1.3,83000 km,4,Tiptronic,Front,4,Right-hand drive,Green,12,134,153,574,139,176,193,624,459,273,404,182,140,37,,,,,
45807330,"$77,775 ",MERCEDES-BENZ,GL 63 AMG,2014,Jeep,Leather,Petrol,5.5,433811 km,8,Automatic,4x4,4,Left-hand drive,Black,10,105,209,200,34,383,263,274,253,449,494,35,517,148,,,,,
45733554,"$2,822 ",BMW,520 Vanos,1995,Sedan,Leather,Petrol,2,350000 km,6,Manual,Rear,4,Left-hand drive,Blue,2,138,149,362,101,19,378,378,47,51,480,296,593,134,,,,,
45792882,"$27,284 ",HYUNDAI,Elantra,2016,Sedan,Fabric,Petrol,2,105394 km,4,Tiptronic,Front,4,Left-hand drive,Black,12,101,94,547,192,22,144,569,602,148,367,238,486,19,,,,,
45330228,"$32,929 ",BMW,428 Sport Line,2013,Coupe,Leather,Petrol,2.0 Turbo,160000 km,4,Automatic,Rear,2,Left-hand drive,Black,12,35,255,536,23,316,333,445,239,12,473,150,132,440,,,,,
45776745,"$18,817 ",NISSAN,Patrol,1990,Jeep,Fabric,Diesel,2.8 Turbo,333333 km,4,Manual,Rear,4,Left-hand drive,Black,0,74,22,447,172,374,391,528,684,366,176,264,341,158,,,,,
45749534,"$4,234 ",HONDA,Civic,1997,Hatchback,Leather,Petrol,1.4,0 km,4,Manual,Front,2,Left-hand drive,Blue,6,51,3,428,59,159,379,214,673,264,189,216,416,87,,,,,
45789555,"$15,053 ",MERCEDES-BENZ,E 320,2004,Sedan,Leather,Petrol,3.2,214000 km,6,Tiptronic,Rear,4,Left-hand drive,Grey,8,106,166,194,29,226,53,593,503,233,410,54,279,235,,,,,
45797276,"$15,458 ",HYUNDAI,Genesis,2009,Coupe,Leather,Petrol,2,123346 km,4,Automatic,Front,4,Left-hand drive,Black,4,69,118,457,139,137,290,691,677,336,320,20,462,355,,,,,
45810325,$706 ,PORSCHE,911,2013,Coupe,Leather,Petrol,3.8,64464 km,6,Automatic,Rear,2,Left-hand drive,Black,12,125,187,284,332,359,319,645,699,235,209,144,172,295,,,,,
45776758,"$26,657 ",MERCEDES-BENZ,Sprinter,2004,Microbus,Fabric,Diesel,2.2 Turbo,300000 km,4,Manual,Rear,4,Left-hand drive,White,1,100,99,380,318,141,279,624,263,381,67,102,443,14,,,,,
45550733,"$10,663 ",TOYOTA,Prius,2007,Hatchback,Fabric,Petrol,1.5,318400 km,4,Automatic,Front,4,Left-hand drive,Silver,6,11,208,510,204,177,31,97,564,499,219,246,262,94,,,,,
45642797,"$1,019 ",BMW,X5,2013,Jeep,Leather,Diesel,3,137802 km,6,Automatic,4x4,4,Left-hand drive,Black,12,38,270,200,188,184,181,580,660,379,69,132,475,200,,,,,
45760895,$549 ,BMW,535,2013,Sedan,Leather,Hybrid,3,151586 km,6,Automatic,Rear,4,Left-hand drive,White,12,114,12,155,167,358,366,163,707,17,68,171,338,111,,,,,
45783859,"$15,000 ",BMW,328,2008,Sedan,Leather,CNG,3,210408 km,6,Tiptronic,Rear,4,Left-hand drive,White,12,18,111,116,136,284,158,398,87,194,360,39,439,299,,,,,
45731735,"$44,752 ",HYUNDAI,H1,2016,Universal,Leather,Diesel,2.5,86000 km,4,Automatic,Front,4,Left-hand drive,Grey,4,85,179,160,278,225,26,233,323,200,239,46,186,165,,,,,
45797948,"$17,158 ",HYUNDAI,Elantra,2010,Sedan,Leather,Petrol,1.6,122740 km,4,Automatic,Front,4,Left-hand drive,White,4,35,121,59,44,233,363,645,543,76,467,91,353,34,,,,,
45534351,"$11,917 ",MERCEDES-BENZ,E 500 AMG,2003,Sedan,Leather,Petrol,5,150000 km,12,Tiptronic,Rear,4,Right-hand drive,White,12,31,248,250,204,69,337,555,42,99,358,284,169,145,,,,,
45624923,$94 ,HONDA,FIT,2003,Hatchback,Fabric,Petrol,1.5,178000 km,4,Variator,Front,4,Right-hand drive,Silver,4,132,81,415,12,45,103,610,164,289,267,76,458,253,,,,,
45803059,"$14,897 ",HYUNDAI,Santa FE,2010,Jeep,Leather,Diesel,2,58962 km,4,Automatic,Front,4,Left-hand drive,White,4,109,120,382,247,268,125,528,171,446,74,145,435,139,,,,,
45770405,"$23,521 ",TOYOTA,Camry,2013,Sedan,Leather,Hybrid,2.5,90000 km,4,Tiptronic,Front,4,Left-hand drive,White,12,53,122,50,389,316,13,589,439,147,491,248,381,84,,,,,
45767451,"$1,019 ",TOYOTA,Highlander,2009,Sedan,Leather,Hybrid,3.3,318358 km,6,Automatic,4x4,4,Left-hand drive,Black,12,92,19,305,341,255,203,472,318,198,428,53,392,272,,,,,
45757670,"$19,444 ",TOYOTA,Camry,2012,Sedan,Leather,Petrol,2.5,0 km,4,Tiptronic,Front,4,Left-hand drive,Black,6,40,193,195,377,104,172,52,28,468,80,230,447,144,,,,,
45733244,"$11,604 ",HYUNDAI,Sonata,2014,Sedan,Leather,LPG,2,346470 km,4,Automatic,Front,4,Left-hand drive,Silver,4,141,47,567,89,176,272,699,729,7,32,109,146,35,,,,,
45802837,"$51,965 ",HYUNDAI,Santa FE,2016,Jeep,Leather,Diesel,2,59515 km,4,Automatic,Front,4,Left-hand drive,Blue,4,126,174,105,114,128,223,191,341,119,103,222,313,124,,,,,
45646428,$706 ,TOYOTA,Camry,2014,Sedan,Leather,Hybrid,2.5,115312 km,4,Automatic,Front,4,Left-hand drive,Grey,12,133,198,155,242,299,269,258,795,237,6,252,257,443,,,,,
45801896,"$9,408 ",MERCEDES-BENZ,C 220,1999,Sedan,Fabric,Diesel,2.2 Turbo,111111 km,4,Manual,Rear,4,Left-hand drive,Silver,4,145,249,275,276,176,50,351,606,436,274,150,355,59,,,,,
45797732,"$13,328 ",HYUNDAI,H1,2008,Minivan,Leather,Diesel,2.5,74444 km,4,Automatic,Front,4,Left-hand drive,Yellow,4,61,43,563,127,168,123,217,786,233,54,110,33,392,,,,,
45762683,"$17,876 ",NISSAN,Serena,2012,Minivan,Fabric,Petrol,2,143000 km,4,Tiptronic,Front,4,Right-hand drive,White,12,1,64,479,338,109,296,397,560,243,152,259,535,49,,,,,
45767013,$549 ,NISSAN,Maxima,2004,Sedan,Leather,Petrol,3.5,299709 km,6,Automatic,Front,4,Left-hand drive,Grey,12,136,27,176,11,363,285,263,609,208,474,34,122,423,,,,,
45732074,"$20,071 ",TOYOTA,RAV 4,2008,Jeep,Fabric,Petrol,2.4,135000 km,4,Automatic,4x4,4,Left-hand drive,Silver,8,25,199,497,338,246,92,522,375,417,20,115,73,346,,,,,
45731782,"$22,894 ",HYUNDAI,H1,2011,Minivan,Leather,Diesel,2.5,124444 km,4,Automatic,Front,4,Left-hand drive,Yellow,4,14,263,260,100,224,263,558,327,135,175,251,109,203,,,,,
45662111,"$2,901 ",HONDA,Civic,2012,Sedan,Leather,Hybrid,1.5,146403 km,4,Automatic,Front,4,Left-hand drive,White,0,76,110,225,121,173,314,158,645,113,343,195,3,426,,,,,
44698379,"$18,660 ",HYUNDAI,Sonata,2013,Sedan,Leather,Petrol,2.4,130000 km,4,Tiptronic,Front,4,Left-hand drive,Black,6,24,214,516,172,14,72,582,39,91,455,100,475,435,,,,,
45770233,"$22,580 ",MERCEDES-BENZ,E 300,2017,Sedan,Leather,Petrol,2,50930 km,4,Automatic,Rear,4,Left-hand drive,Black,12,91,147,463,153,228,97,679,766,316,226,200,494,133,,,,,
45803455,"$11,604 ",HYUNDAI,Sonata,2014,Sedan,Leather,LPG,2,264872 km,4,Automatic,Front,4,Left-hand drive,Silver,4,46,221,128,51,86,125,116,792,179,412,270,10,53,,,,,
45810339,"$5,488 ",GMC,TERRAIN,2013,Jeep,Leather,Petrol,2.4,138958 km,4,Automatic,Front,4,Left-hand drive,Black,12,33,259,312,230,102,66,196,322,425,301,234,517,125,,,,,
45759786,"$4,300 ",MERCEDES-BENZ,208,1985,Universal,Fabric,Diesel,2.5,1111111 km,4,Manual,Rear,4,Left-hand drive,Black,1,140,185,393,99,100,301,310,35,268,278,229,588,417,,,,,
45642844,"$18,817 ",TOYOTA,Camry,2018,Sedan,Leather,Hybrid,2.5,35058 km,4,Automatic,Front,4,Left-hand drive,White,12,9,2,574,252,207,89,362,602,26,24,274,469,142,,,,,
44921934,"$21,169 ",HONDA,Hr-v EX,2015,Jeep,Fabric,Petrol,1.8,33330 km,4,Automatic,4x4,4,Left-hand drive,Grey,8,130,93,66,204,307,331,415,291,326,363,98,474,429,,,,,
45451626,"$17,876 ",HYUNDAI,Elantra sport limited,2013,Sedan,Leather,Petrol,1.8,117920 km,4,Tiptronic,Front,4,Left-hand drive,Grey,12,101,279,575,150,56,147,39,396,245,80,164,5,393,,,,,
45732976,"$11,290 ",HYUNDAI,Sonata,2016,Sedan,Leather,LPG,2,279787 km,4,Automatic,Front,4,Left-hand drive,Silver,4,2,255,67,320,33,41,226,227,95,249,233,529,427,,,,,
44452971,"$36,065 ",TOYOTA,Sienna,2010,Minivan,Leather,Petrol,3.5,227200 km,6,Tiptronic,Front,4,Left-hand drive,White,16,76,235,575,113,341,197,550,65,148,452,31,309,49,,,,,
45648000,$862 ,TOYOTA,Camry,2014,Sedan,Leather,Hybrid,2.5,130478 km,4,Automatic,Front,4,Left-hand drive,White,12,119,127,415,234,99,333,166,398,20,83,27,82,86,,,,,
45796845,"$21,395 ",HYUNDAI,H1,2012,Universal,Leather,Diesel,2.5,166144 km,4,Automatic,Front,4,Left-hand drive,Silver,4,42,266,44,165,101,148,380,201,80,101,285,234,403,,,,,
45733140,"$15,681 ",HYUNDAI,Sonata,2016,Sedan,Leather,LPG,2,258706 km,4,Automatic,Front,4,Left-hand drive,Silver,4,119,126,270,39,337,398,488,148,135,415,15,120,367,,,,,
45810003,"$40,070 ",TOYOTA,Aqua,2016,Hatchback,Leather,Petrol,1.5,25807 km,4,Automatic,Front,4,Left-hand drive,Black,4,103,25,567,145,63,171,454,456,382,456,6,12,189,,,,,
44875253,"$11,917 ",MERCEDES-BENZ,A 170,2008,Hatchback,Fabric,Petrol,1.7,180000 km,4,Automatic,Front,4,Left-hand drive,Golden,8,97,49,501,107,217,40,685,682,281,112,8,2,42,,,,,
45801397,"$21,012 ",TOYOTA,Prius,2014,Sedan,Fabric,Hybrid,1.8,160000 km,4,Automatic,4x4,4,Left-hand drive,White,4,67,13,458,325,206,276,544,1,444,125,74,144,198,,,,,
45765622,"$21,012 ",TOYOTA,Tacoma,2018,Sedan,Leather,Petrol,3.5,27358 km,6,Automatic,Front,4,Left-hand drive,Grey,12,32,250,338,399,370,129,196,594,461,251,74,373,84,,,,,
45802035,"$15,624 ",HYUNDAI,Genesis,2011,Coupe,Leather,Petrol,2,107005 km,4,Automatic,Front,4,Left-hand drive,Grey,4,15,253,268,87,315,97,232,796,156,38,190,465,38,,,,,
45801611,"$20,005 ",HYUNDAI,Elantra,2012,Sedan,Leather,Petrol,1.6,104997 km,4,Automatic,Front,4,Left-hand drive,White,4,117,96,118,197,172,242,203,99,31,245,119,69,120,,,,,
45798511,"$7,840 ",MERCEDES-BENZ,E 240 E 240,1998,Sedan,Leather,Petrol,2.4,777777 km,6,Manual,Rear,4,Left-hand drive,Blue,4,39,78,336,380,17,8,604,388,241,349,23,221,291,,,,,
45782173,"$1,300 ",AUDI,50,2018,Coupe,Leather,Petrol,0.5,4000 km,1,Tiptronic,Rear,5,Right-hand drive,Blue,0,122,139,490,84,129,352,313,566,278,425,54,314,150,,,,,
45802937,"$43,880 ",HYUNDAI,Santa FE,2016,Jeep,Leather,Diesel,2,113700 km,4,Automatic,Front,4,Left-hand drive,Silver,4,126,79,571,140,252,26,1,250,230,146,157,282,344,,,,,
45675386,"$29,479 ",MERCEDES-BENZ,C 250,2014,Sedan,Leather,Petrol,1.8 Turbo,69000 km,4,Tiptronic,Rear,4,Left-hand drive,Grey,8,58,290,407,152,371,66,341,493,301,9,258,530,190,,,,,
45795520,"$17,249 ",TOYOTA,Camry,2011,Sedan,Leather,Hybrid,2.5,152000 km,4,Variator,Front,4,Left-hand drive,White,12,101,15,539,111,3,249,406,752,191,67,216,243,279,,,,,
45778720,"$9,408 ",TOYOTA,Vitz funkargo,2003,Universal,Fabric,Petrol,1.5,181926 km,4,Automatic,4x4,4,Right-hand drive,Silver,2,136,11,336,371,2,95,166,180,463,185,84,420,445,,,,,
45802938,"$44,213 ",HYUNDAI,Santa FE,2016,Jeep,Leather,Diesel,2,50255 km,4,Automatic,Front,4,Left-hand drive,Red,4,112,114,92,19,262,297,402,249,73,126,147,392,37,,,,,
45801304,"$8,467 ",BMW,325,2001,Sedan,Leather,Petrol,2.5,252800 km,6,Manual,Rear,4,Left-hand drive,Grey,6,28,135,171,267,295,176,48,469,446,348,157,427,202,,,,,
45808583,$627 ,AUDI,A6,2014,Sedan,Leather,Petrol,3,164488 km,6,Automatic,4x4,4,Left-hand drive,Silver,12,22,203,567,198,143,118,638,712,101,81,191,413,145,,,,,
45793479,"$31,500 ",NISSAN,Pathfinder,2010,Jeep,Leather,LPG,4,90200 km,6,Tiptronic,4x4,4,Left-hand drive,Black,12,48,275,535,54,99,338,134,233,243,240,257,400,434,,,,,
